Unnamed: 0;CODGEO;LIBGEO;DEP;SUPERF;MED16;Geo_Shape;geo_point_2d;Cluster Labels;1st Most Common Venue;2nd Most Common Venue;3rd Most Common Venue;4th Most Common Venue;5th Most Common Venue;6th Most Common Venue;7th Most Common Venue;8th Most Common Venue;9th Most Common Venue;10th Most Common Venue
52;92075;Vanves;92;1.56;27857.0;"{""type"": ""Polygon"", ""coordinates"": [[[2.2781833297, 48.8142487782], [2.2780705339, 48.8148219095], [2.2771889944, 48.815343627], [2.2761021893, 48.8149539108], [2.2744757303, 48.8145914903], [2.2725609365, 48.8143990775], [2.2729562708, 48.8149564075], [2.2786541423, 48.8184113022], [2.2810505393, 48.8231978827], [2.2804313689, 48.8254264302], [2.280464041, 48.8259212875], [2.2811571085, 48.826236642], [2.2830752779, 48.8271088653], [2.2843612381, 48.8275006034], [2.2877213523, 48.828226677], [2.2893937777, 48.8283526461], [2.290235122, 48.8279888964], [2.2921959227, 48.8271416091], [2.3001774245, 48.8253754304], [2.3013154185, 48.8251257608], [2.2979922935, 48.8224630129], [2.2963951894, 48.8211081468], [2.2955546687, 48.8204142688], [2.2933506746, 48.8189280688], [2.2923937125, 48.818389972], [2.292019147, 48.8181916882], [2.291686251, 48.8180341225], [2.289029941, 48.816875234], [2.2884110016, 48.8166224212], [2.2864762747, 48.8159867144], [2.286148081, 48.8158858224], [2.2848310611, 48.8154948115], [2.2823405585, 48.8149744306], [2.2781833297, 48.8142487782]]]}";48.8215811431,2.28726066649;0;French Restaurant;Hotel;Bakery;Japanese Restaurant;Pizza Place;Park;Supermarket;Pool;Italian Restaurant;Moroccan Restaurant
53;92076;Vaucresson;92;3.08;38694.4444444;"{""type"": ""Polygon"", ""coordinates"": [[[2.148481479, 48.828486429], [2.1478702696, 48.8305434891], [2.1477321397, 48.8309931013], [2.1467357883, 48.8336877736], [2.1458760216, 48.8360227518], [2.1458671766, 48.8368950967], [2.1462762878, 48.8383694175], [2.148296504, 48.8443944124], [2.1509564592, 48.8479865622], [2.151531635, 48.8484826033], [2.1519657805, 48.8487689858], [2.1532113487, 48.8488524566], [2.1565158211, 48.8478559035], [2.1571172904, 48.847740525], [2.1598678402, 48.8475368257], [2.1598990054, 48.8475478371], [2.1598730726, 48.8477194364], [2.1600334361, 48.8476621027], [2.1601259028, 48.8476744438], [2.1647805677, 48.8485506461], [2.1710450758, 48.8497535112], [2.1774365857, 48.8516485369], [2.182612611, 48.8515616945], [2.1823018571, 48.8502608755], [2.1818108083, 48.8482060438], [2.1790201156, 48.8441280337], [2.1666802626, 48.8378117832], [2.1666241524, 48.8377421395], [2.1610961804, 48.8376846104], [2.1593639837, 48.8377156198], [2.1553593614, 48.8362223054], [2.1539464373, 48.8339611467], [2.1519328843, 48.8302746668], [2.1516307626, 48.8295026425], [2.151460731, 48.825972206], [2.1514671217, 48.8218970738], [2.1514696651, 48.821406019], [2.1504466895, 48.8236679425], [2.1490189255, 48.8269396951], [2.148481479, 48.828486429]]]}";48.8419841105,2.1614035779;2;Supermarket;French Restaurant;Train Station;Hotel;Golf Course;Bakery;Italian Restaurant;Department Store;Gas Station;Bar
54;92077;Ville-d'Avray;92;3.67;35338.260869599995;"{""type"": ""Polygon"", ""coordinates"": [[[2.161277543, 48.8127815822], [2.1605570086, 48.813043649], [2.1526273756, 48.8164630152], [2.1517088546, 48.8169178967], [2.1515805126, 48.817021317], [2.1508100833, 48.8179988966], [2.1507572358, 48.8182332656], [2.1507472905, 48.81884389], [2.1507891844, 48.8189476189], [2.1512447242, 48.8194940928], [2.1524875063, 48.8208789931], [2.1526162146, 48.8210049221], [2.152765454, 48.8211247006], [2.1529943732, 48.8212864157], [2.1531891261, 48.8213714394], [2.1533083295, 48.8214118571], [2.1534781566, 48.8214382428], [2.153701083, 48.8214659034], [2.1538916598, 48.8214726484], [2.1643457624, 48.8228916647], [2.1777967024, 48.8288255743], [2.1798018744, 48.8303862959], [2.1807966814, 48.8306242574], [2.1847897257, 48.8288689498], [2.1866970969, 48.8287659148], [2.1992591493, 48.8297689603], [2.1994332651, 48.8297854155], [2.1985480896, 48.8271082989], [2.1963481868, 48.8219813841], [2.1899464268, 48.8200602472], [2.183222169, 48.817542055], [2.1792160942, 48.8154181162], [2.1785222083, 48.8148566203], [2.177969716, 48.8145704103], [2.1767433739, 48.8140088389], [2.1748152799, 48.8151099081], [2.1693154926, 48.8159127656], [2.1680797039, 48.8137276146], [2.1676706384, 48.8130771955], [2.1666003685, 48.812302546], [2.1627066903, 48.8124048547], [2.1616187369, 48.8126508631], [2.161277543, 48.8127815822]]]}";48.8214636663,2.17554880343;0;French Restaurant;Train Station;Supermarket;Bakery;Park;Italian Restaurant;Forest;Golf Course;Creperie;Indie Movie Theater
55;92078;Villeneuve-la-Garenne;92;3.2;16843.3333333;"{""type"": ""Polygon"", ""coordinates"": [[[2.3284496728, 48.9227596873], [2.3269089016, 48.9238194091], [2.3232209627, 48.9281620252], [2.322158123, 48.9328494303], [2.3206859208, 48.9347925555], [2.3196536285, 48.9357597314], [2.3181016517, 48.9370063188], [2.3146150569, 48.9383740333], [2.3123276218, 48.9422647327], [2.3113045159, 48.9469486183], [2.3116681012, 48.9479489077], [2.3124442417, 48.9477977862], [2.3146311186, 48.9474119276], [2.3206828074, 48.9465291076], [2.3234798913, 48.9460350334], [2.3269728002, 48.9453613495], [2.3293603503, 48.9446427159], [2.33136575, 48.943910213], [2.3320921731, 48.9435815286], [2.3327714198, 48.9432049152], [2.333907029, 48.9424774168], [2.3344608837, 48.9419759958], [2.3349085718, 48.9415558177], [2.3355682106, 48.940679977], [2.3357754397, 48.9401667351], [2.3362085829, 48.9390657126], [2.3369642859, 48.9353612383], [2.336865841, 48.9338750689], [2.3367381718, 48.9332898243], [2.336352989, 48.9323479338], [2.3358410216, 48.9312884307], [2.3353644534, 48.9303442301], [2.3346826269, 48.9291228042], [2.3337279143, 48.9276849246], [2.3324322771, 48.9263368645], [2.3299096925, 48.9240448652], [2.3284496728, 48.9227596873]]]}";48.9371223842,2.32564488279;1;Fast Food Restaurant;Supermarket;Park;Shopping Mall;Hotel;French Restaurant;Japanese Restaurant;Asian Restaurant;Sports Bar;Sporting Goods Shop
56;93001;Aubervilliers;93;5.76;13240.6666667;"{""type"": ""Polygon"", ""coordinates"": [[[2.365846786, 48.9016094651], [2.3659844047, 48.9058783256], [2.3659857194, 48.9072263968], [2.3658854311, 48.9110910872], [2.3664000377, 48.9177954126], [2.3670748512, 48.9208763785], [2.3690435547, 48.9239506623], [2.3737822761, 48.9234548299], [2.3747362196, 48.9236792394], [2.3750097011, 48.9236339029], [2.3769861093, 48.9224652203], [2.3931606582, 48.9220545167], [2.3995016552, 48.9220963558], [2.4020911748, 48.9211956235], [2.4024311499, 48.9210606269], [2.4080199195, 48.9183617087], [2.4080190665, 48.9183167397], [2.4075419873, 48.9179123963], [2.4042653287, 48.9148502276], [2.4041967753, 48.9147599568], [2.4054914837, 48.9145343695], [2.4077404308, 48.9135445886], [2.4080799997, 48.9133196434], [2.4112817798, 48.911070982], [2.4112809242, 48.9110260127], [2.4084830703, 48.9081074819], [2.4080047183, 48.9080628515], [2.4067789145, 48.9082429431], [2.4052795501, 48.9086033238], [2.4045291719, 48.9089629147], [2.4029635561, 48.9098625189], [2.4010555766, 48.9109870152], [2.4005781903, 48.9112121508], [2.4003743848, 48.9112569953], [2.4001699128, 48.9111228749], [2.3959388672, 48.9072597868], [2.3940965259, 48.9055534901], [2.3901249212, 48.9018614543], [2.3894416378, 48.9011520138], [2.3889654526, 48.9012781869], [2.3851496429, 48.9020077852], [2.3721309889, 48.9017423972], [2.370290514, 48.9016535953], [2.365846786, 48.9016094651]]]}";48.9128078947,2.38454842863;2;French Restaurant;Tram Station;Café;Soccer Field;Concert Hall;Hotel;Music Venue;Sporting Goods Shop;Bakery;Japanese Restaurant
57;93005;Aulnay-sous-Bois;93;16.2;17210.6060606;"{""type"": ""Polygon"", ""coordinates"": [[[2.4960054328, 48.9727191832], [2.496958077, 48.9719543291], [2.504787639, 48.9657875105], [2.5088210796, 48.9640199881], [2.5139302507, 48.9599312284], [2.5139935627, 48.9598784291], [2.5189123032, 48.955621411], [2.5223060091, 48.9523050305], [2.5236305417, 48.9509551172], [2.5241446815, 48.9505740744], [2.5217051104, 48.9497937005], [2.5175358844, 48.9481142599], [2.511879687, 48.9440114004], [2.5099651262, 48.9426205166], [2.5084580475, 48.9407357744], [2.5083892706, 48.9406464647], [2.5071132364, 48.9355675349], [2.5085708677, 48.9338514103], [2.5129162459, 48.9304141309], [2.5175599669, 48.925795333], [2.5175598529, 48.9256604403], [2.5174193223, 48.9246266], [2.5120680195, 48.9192784668], [2.5072938795, 48.9186564069], [2.5068845088, 48.9186574206], [2.4982227225, 48.9176358375], [2.4917295706, 48.9168800427], [2.4913212764, 48.9173306527], [2.4882230202, 48.9185252042], [2.4848298214, 48.9184845827], [2.481984064, 48.9185550472], [2.4810297914, 48.9186012778], [2.479120341, 48.9187836411], [2.4791909112, 48.9193675867], [2.4793970138, 48.9197713638], [2.479805502, 48.9199961616], [2.481072627, 48.9234738032], [2.4813185621, 48.9246763128], [2.4829816063, 48.9339308017], [2.4822638159, 48.9377541189], [2.4795278668, 48.9427062494], [2.478848096, 48.9435153362], [2.4774006184, 48.9445036256], [2.4712878006, 48.9480675949], [2.4601322219, 48.9547371769], [2.4594885661, 48.9550490183], [2.4600643281, 48.9560156197], [2.4631987615, 48.9599297759], [2.4661947504, 48.9632739903], [2.4673269472, 48.9643383446], [2.4746814946, 48.9674435258], [2.4797993453, 48.9686600357], [2.4882881245, 48.9711568922], [2.4927341392, 48.9745209638], [2.4930751549, 48.9744306828], [2.4958010902, 48.9729440344], [2.4960054328, 48.9727191832]]]}";48.946227127,2.49329631846;1;Supermarket;Hotel;Fast Food Restaurant;Shopping Mall;Park;Train Station;Coffee Shop;Museum;Furniture / Home Store;Bakery
58;93006;Bagnolet;93;2.57;16583.0;"{""type"": ""Polygon"", ""coordinates"": [[[2.4132704498, 48.87311698], [2.4147028951, 48.8742481574], [2.4161496408, 48.8753254261], [2.4200366374, 48.8776600932], [2.420922498, 48.8780636831], [2.4218763122, 48.8782427626], [2.4246696227, 48.8782858972], [2.4269863273, 48.8781495189], [2.4283484663, 48.8781479371], [2.4297118451, 48.8782821441], [2.4305289613, 48.8783714698], [2.4335953751, 48.8785038289], [2.4367268405, 48.8772874258], [2.436382543, 48.87571468], [2.4361091598, 48.8747717953], [2.4353586024, 48.8745838949], [2.4339172552, 48.8739790333], [2.4299226854, 48.8688608621], [2.4279881488, 48.8657660113], [2.4228006136, 48.8606625353], [2.4168547941, 48.8559391339], [2.4153151254, 48.8551734717], [2.4151214552, 48.8561573094], [2.4138378069, 48.8643764168], [2.4132702557, 48.872892146], [2.4132704498, 48.87311698]]]}";48.8694561887,2.42256669611;0;French Restaurant;Plaza;Supermarket;Hotel;Café;Bistro;Tram Station;Japanese Restaurant;Italian Restaurant;Bar
59;93007;Le Blanc-Mesnil;93;8.05;15803.75;"{""type"": ""Polygon"", ""coordinates"": [[[2.4560099122, 48.9557715792], [2.4568288043, 48.9556808693], [2.4592832649, 48.9550948542], [2.4594885661, 48.9550490183], [2.4601322219, 48.9547371769], [2.4712878006, 48.9480675949], [2.4774006184, 48.9445036256], [2.478848096, 48.9435153362], [2.4795278668, 48.9427062494], [2.4822638159, 48.9377541189], [2.4829816063, 48.9339308017], [2.4813185621, 48.9246763128], [2.481072627, 48.9234738032], [2.479805502, 48.9199961616], [2.4793970138, 48.9197713638], [2.477283751, 48.9201335692], [2.4768752896, 48.9201785495], [2.4765327526, 48.9199099647], [2.475849051, 48.9191021119], [2.4742647762, 48.9184296961], [2.4741292298, 48.918474965], [2.4690166573, 48.9191097973], [2.4650560125, 48.922364692], [2.4625060952, 48.9262705715], [2.4607999403, 48.9328771257], [2.4554901092, 48.937340515], [2.4549462075, 48.9377903786], [2.4533779712, 48.9384208231], [2.4509245784, 48.939232446], [2.4490701771, 48.939548575], [2.4483876263, 48.9395490329], [2.4470231309, 48.9392360929], [2.4424489291, 48.9373075379], [2.4422437738, 48.9372175549], [2.4412194376, 48.9366345484], [2.4387625237, 48.9357381789], [2.4384903991, 48.9357836668], [2.4307196152, 48.9388899855], [2.4306526186, 48.9390245588], [2.4310640494, 48.9405975473], [2.4320215213, 48.9416749228], [2.43420903, 48.944009889], [2.434550031, 48.9444143718], [2.4349610586, 48.9449082115], [2.4350287382, 48.9450874854], [2.4353016922, 48.9452218636], [2.4376266257, 48.9478802431], [2.4453640567, 48.9549017807], [2.4473336945, 48.9556167961], [2.4475243022, 48.955798426], [2.4480197421, 48.9559499852], [2.4536894989, 48.9555497028], [2.4560099122, 48.9557715792]]]}";48.9393045402,2.46120831872;1;Fast Food Restaurant;Supermarket;Hotel;Train Station;Shopping Mall;Gas Station;Sandwich Place;Clothing Store;Park;Italian Restaurant
60;93008;Bobigny;93;6.77;14451.6326531;"{""type"": ""Polygon"", ""coordinates"": [[[2.4100624941, 48.9166892005], [2.4112366176, 48.9175960711], [2.4128740112, 48.9188082628], [2.4134884567, 48.9192573224], [2.414987516, 48.9185820867], [2.4194179953, 48.917132391], [2.4233014605, 48.9161403387], [2.4336631965, 48.9137697617], [2.4369469731, 48.9130478165], [2.4537099259, 48.911620906], [2.4682895611, 48.9144149662], [2.4724868057, 48.9161394798], [2.4731685929, 48.916318741], [2.4752144327, 48.9164059582], [2.4753490389, 48.9159119372], [2.4758874174, 48.9132604792], [2.4759556251, 48.9128551957], [2.4757486652, 48.9124064414], [2.4707545133, 48.9052134763], [2.4704798722, 48.9048543405], [2.4698668983, 48.9047652961], [2.4697309148, 48.9051244149], [2.4691865808, 48.9052604963], [2.4682325498, 48.9053057262], [2.4655737255, 48.9051742856], [2.4616164445, 48.9039649878], [2.461204804, 48.9024828829], [2.460112737, 48.9018997123], [2.4485751571, 48.8997094972], [2.4421661631, 48.8985017232], [2.4412792237, 48.8982781572], [2.4277281319, 48.8958876527], [2.42681244, 48.8956836261], [2.4240178425, 48.8951791927], [2.4191896926, 48.9027442571], [2.414086729, 48.9084183028], [2.4103931433, 48.916529854], [2.4100624941, 48.9166892005]]]}";48.9073106793,2.44007227599;1;Supermarket;French Restaurant;Train Station;Hotel;Fast Food Restaurant;Bakery;Concert Hall;Gym / Fitness Center;Performing Arts Venue;Sandwich Place
61;93010;Bondy;93;5.47;15978.3333333;"{""type"": ""Polygon"", ""coordinates"": [[[2.4868020095, 48.8870309593], [2.4833282536, 48.8876194605], [2.4791602831, 48.8883433378], [2.4787511635, 48.8884791527], [2.4770492062, 48.8887505192], [2.4766396102, 48.8886614961], [2.4711886117, 48.8889370186], [2.4711895125, 48.8891168855], [2.471905503, 48.8981248447], [2.4699328717, 48.9041810417], [2.4698668983, 48.9047652961], [2.4704798722, 48.9048543405], [2.4707545133, 48.9052134763], [2.4757486652, 48.9124064414], [2.4759556251, 48.9128551957], [2.4758874174, 48.9132604792], [2.4753490389, 48.9159119372], [2.4752144327, 48.9164059582], [2.4752840401, 48.9170807318], [2.4743334522, 48.9182501393], [2.4742647762, 48.9184296961], [2.475849051, 48.9191021119], [2.4765327526, 48.9199099647], [2.4768752896, 48.9201785495], [2.477283751, 48.9201335692], [2.4793970138, 48.9197713638], [2.4791909112, 48.9193675867], [2.479120341, 48.9187836411], [2.4810297914, 48.9186012778], [2.481984064, 48.9185550472], [2.4848298214, 48.9184845827], [2.4882230202, 48.9185252042], [2.4913212764, 48.9173306527], [2.4917295706, 48.9168800427], [2.4920671854, 48.9159812846], [2.4919983739, 48.9156221757], [2.4940155948, 48.906443516], [2.4963772121, 48.8985315198], [2.4957591005, 48.8970045958], [2.4956220934, 48.8966451956], [2.4956893603, 48.8966005136], [2.4998440551, 48.8957411131], [2.4997757931, 48.8956059319], [2.4974472863, 48.8919602776], [2.4946458011, 48.8894475023], [2.4902852778, 48.8893633701], [2.4872146903, 48.8884689326], [2.4868020095, 48.8870309593]]]}";48.902321262,2.48360567738;1;Supermarket;Fast Food Restaurant;Park;Train Station;Chinese Restaurant;Seafood Restaurant;Hotel;Bakery;Department Store;Electronics Store
62;93013;Le Bourget;93;2.08;16324.6666667;"{""type"": ""Polygon"", ""coordinates"": [[[2.4422437738, 48.9372175549], [2.4429928395, 48.9362291353], [2.4447613956, 48.93384526], [2.4444853055, 48.9328574703], [2.4444176189, 48.9326773004], [2.4388255143, 48.9326827208], [2.4350731463, 48.9323260625], [2.4262585934, 48.9308408387], [2.4228487797, 48.9302597152], [2.4225063328, 48.9301249714], [2.4223017396, 48.9299899918], [2.4220286669, 48.9296307597], [2.4203237448, 48.9294075957], [2.4199820346, 48.9294527052], [2.4161173864, 48.9303763889], [2.4123496955, 48.9326124787], [2.4124174398, 48.9326568757], [2.4152859708, 48.935739255], [2.4168149679, 48.9394957982], [2.4173391508, 48.9396188506], [2.4175439144, 48.9396189465], [2.4182190388, 48.9391842773], [2.4201758303, 48.9396182179], [2.4226463621, 48.940259637], [2.4265859242, 48.9426265547], [2.4283443199, 48.9439883595], [2.4295035667, 48.9450918933], [2.4303248413, 48.9462684484], [2.4306656687, 48.9463132326], [2.432506771, 48.9459973257], [2.4350287382, 48.9450874854], [2.4349610586, 48.9449082115], [2.434550031, 48.9444143718], [2.43420903, 48.944009889], [2.4320215213, 48.9416749228], [2.4310640494, 48.9405975473], [2.4306526186, 48.9390245588], [2.4307196152, 48.9388899855], [2.4384903991, 48.9357836668], [2.4387625237, 48.9357381789], [2.4412194376, 48.9366345484], [2.4422437738, 48.9372175549]]]}";48.9360708295,2.4270973691;1;Hotel;Fast Food Restaurant;Supermarket;Train Station;Shopping Mall;Soccer Field;Performing Arts Venue;Park;Clothing Store;Bakery
63;93014;Clichy-sous-Bois;93;3.95;13204.0;"{""type"": ""Polygon"", ""coordinates"": [[[2.5465831944, 48.8988939928], [2.5463781993, 48.8989390809], [2.5384800965, 48.8997587454], [2.5368419351, 48.8988333354], [2.5362075961, 48.8983821289], [2.5360013073, 48.8981124384], [2.5357924396, 48.8967554798], [2.5357170806, 48.8949583775], [2.5352397035, 48.8949592237], [2.5321056902, 48.8952338982], [2.5317692027, 48.8964025785], [2.5277431132, 48.9005802188], [2.5227992119, 48.9036155453], [2.5220489204, 48.9036170502], [2.5215042099, 48.9036625382], [2.521504334, 48.9037974336], [2.5219153274, 48.9042010613], [2.5227347543, 48.9046944467], [2.5282019835, 48.9071424088], [2.5397902575, 48.9129510565], [2.5478050869, 48.9177684851], [2.5590827478, 48.9213123285], [2.5592198141, 48.9214018617], [2.5593556748, 48.9213115339], [2.5621631403, 48.920767868], [2.5627023463, 48.9192833228], [2.5639812636, 48.9154974981], [2.564045114, 48.9145534793], [2.5639702098, 48.9130711804], [2.5608821842, 48.9115041308], [2.5599936864, 48.9110566213], [2.5599940665, 48.9110116582], [2.5652020124, 48.9083633764], [2.5626337928, 48.9071453772], [2.5519278311, 48.9020139934], [2.5472653924, 48.8993426269], [2.5465831944, 48.8988939928]]]}";48.9082162186,2.5457684704;1;Fast Food Restaurant;Supermarket;Train Station;Hotel;Shopping Mall;Park;Hardware Store;Food & Drink Shop;Italian Restaurant;Department Store
64;93015;Coubron;93;4.14;25472.2580645;"{""type"": ""Polygon"", ""coordinates"": [[[2.5914203682, 48.9071463047], [2.5888539733, 48.9082184716], [2.578566811, 48.9072906238], [2.5706259864, 48.907576276], [2.5663343664, 48.9080338437], [2.5656949475, 48.9081475358], [2.5652020124, 48.9083633764], [2.5599940665, 48.9110116582], [2.5599936864, 48.9110566213], [2.5608821842, 48.9115041308], [2.5639702098, 48.9130711804], [2.564045114, 48.9145534793], [2.5639812636, 48.9154974981], [2.5627023463, 48.9192833228], [2.5621631403, 48.920767868], [2.5593556748, 48.9213115339], [2.5592198141, 48.9214018617], [2.5592216226, 48.9216716529], [2.5597858662, 48.9228841595], [2.5608848691, 48.9247694852], [2.5622349116, 48.9261862918], [2.5636932933, 48.927549519], [2.5645822001, 48.9283117411], [2.5648539309, 48.9281319737], [2.5652599634, 48.9272323726], [2.5690504134, 48.9260158531], [2.5736484408, 48.9254828425], [2.5792483759, 48.9272733115], [2.5869985885, 48.9274747322], [2.5920576097, 48.9252303827], [2.5923362853, 48.9250209003], [2.5922651048, 48.9245260558], [2.5921965579, 48.9243918302], [2.5906912334, 48.9233615209], [2.5894107299, 48.9175396927], [2.58880163, 48.9094907878], [2.5923641354, 48.9077043829], [2.5919977027, 48.9071123009], [2.5916178678, 48.9073601103], [2.5914203682, 48.9071463047]]]}";48.9174973089,2.57616543001;1;Supermarket;Train Station;Fast Food Restaurant;Shopping Mall;Hotel;Hardware Store;Steakhouse;Gas Station;Park;Bakery
